SeniorCitizen,Partner,Dependents,tenure,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,Churn,HasFamily,EngagementScore,ChargePerTenure,InternetService_Fiber optic,InternetService_No,MultipleLines_No phone service,MultipleLines_Yes,OnlineSecurity_No internet service,OnlineSecurity_Yes,OnlineBackup_No internet service,OnlineBackup_Yes,DeviceProtection_No internet service,DeviceProtection_Yes,TechSupport_No internet service,TechSupport_Yes,StreamingTV_No internet service,StreamingTV_Yes,StreamingMovies_No internet service,StreamingMovies_Yes
0,1,0,-0.8320644628904743,1,0,2,-1.495760391109374,0,1,-1.1034538656257014,-0.4896656654904446,False,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False
0,0,0,-1.2802480369298874,0,0,1,-1.4841262359300234,1,0,-1.1034538656257014,0.5083692335086308,False,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False
0,1,0,1.0421577558197987,2,1,3,-0.16281861198951006,0,1,-0.02063394055175053,-0.5480302794669987,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False
0,1,1,0.6754621043330061,0,0,3,-0.17279074500038175,0,1,0.5207760219852249,-0.5281863107149704,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False
0,0,0,-0.09867315991688919,0,1,2,-0.3157246514895444,0,0,-0.02063394055175053,-0.4593160662226364,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False
0,1,1,0.5939741817803856,0,1,0,1.1485168789401314,1,1,0.5207760219852249,-0.42546459011623505,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,True
0,1,1,-1.2802480369298874,0,0,0,-1.150059780065818,1,1,-0.5620439030887259,1.095517250112765,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
0,1,0,1.6125732136881425,2,1,3,0.8460288442770204,0,1,2.145005909596151,-0.5223498493173148,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True
0,0,1,-0.6283446565089229,0,1,1,-0.0032644838155611237,1,1,-0.02063394055175053,-0.24803616362751052,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True
1,1,0,1.5718292524118322,2,1,3,1.0487955488314133,0,1,1.0621859845222001,-0.510676926522004,True,False,False,True,False,True,False,True,False,True,False,True,False,False,False,False
1,1,0,-1.2395040756535771,0,1,3,1.0205411719672768,0,1,0.5207760219852249,3.048397233768265,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True
0,1,1,-0.22090504374582004,1,0,1,0.044934159070319335,0,1,1.0621859845222001,-0.3916131140098336,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,False
0,0,0,-1.2802480369298874,0,0,2,-1.4824642137615447,0,0,-1.1034538656257014,0.511871110347224,False,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False
1,0,0,-1.2802480369298874,0,0,2,-0.6497911073537496,0,0,-1.1034538656257014,1.9733210443201392,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0,1,1,1.6125732136881425,2,0,2,1.1667991227933967,0,1,1.0621859845222001,-0.5071750496834108,True,False,False,True,False,True,False,True,False,False,False,True,False,True,False,False
0,0,0,-1.1172721918246462,0,1,0,0.1629377330323022,1,0,-1.1034538656257014,0.6892995368359485,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0,0,0,0.5532302205040753,0,1,3,0.3324639942171226,0,0,-0.5620439030887259,-0.48149461953372696,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
0,0,0,0.06430268518835193,0,1,0,1.3811999825271402,1,0,1.0621859845222001,-0.31223723900172,True,False,False,True,False,False,False,True,False,True,False,False,False,True,False,True
0,0,0,-0.8728084241667845,0,1,2,1.0986562138857725,1,0,0.5207760219852249,0.284249115838663,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True
0,1,1,-0.9135523854430948,1,0,1,-0.5068572008645872,0,1,-0.5620439030887259,-0.14181256619018204,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
0,1,1,1.5310852911355222,2,1,3,0.14631751134751586,0,1,0.5207760219852249,-0.553866740864654,False,False,False,True,False,True,False,True,False,False,False,False,False,True,False,False
0,1,1,-0.6283446565089229,1,0,1,-1.4641819699082799,0,1,-1.1034538656257014,-0.5328554798330946,False,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False
0,0,0,1.24587756220135,2,1,3,0.5003282332334644,0,0,1.6035959470591756,-0.5211825570377837,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,False
0,1,0,-0.791320501614164,0,1,0,0.3790006149345245,0,1,1.0621859845222001,-0.03208709191426025,False,False,False,True,False,True,False,True,False,False,False,True,False,True,False,False
0,0,0,0.6754621043330061,0,1,0,0.6548962949019775,0,0,-0.5620439030887259,-0.4698216967384162,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
0,0,0,-1.2395040756535771,0,0,1,-0.5168293338754589,0,0,-0.5620439030887259,1.2495998310108682,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
0,0,0,-1.2395040756535771,0,1,0,0.526920587929123,1,0,-0.5620439030887259,2.47058755540038,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
0,0,0,0.797693988161937,2,1,3,0.4970041888965074,0,0,1.0621859845222001,-0.4920002500495067,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,True
0,1,1,1.4903413298592119,2,1,3,-0.021546727668825993,0,1,0.5207760219852249,-0.5597032022623095,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False
1,0,0,0.4309983366751445,0,1,0,0.8460288442770204,0,0,-0.02063394055175053,-0.4277991746752972,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False
0,0,0,-0.7098325790615434,0,1,3,1.1402067680977384,1,0,1.0621859845222001,0.05545982905057092,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,True
1,1,0,-0.3023929662984406,0,1,3,0.15628964435838757,0,1,0.5207760219852249,-0.3554270533443701,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False
1,1,0,-0.9950403079957154,0,1,3,0.526920587929123,1,1,-0.5620439030887259,0.37879979048068074,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False
1,1,1,1.1236456783724194,1,1,3,0.33412601638560113,0,1,1.6035959470591756,-0.5235171415968458,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,True
1,0,0,-0.5876006952326126,0,1,0,1.0188791497987983,1,0,-0.02063394055175053,-0.0811133676545658,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True
0,1,1,1.24587756220135,1,1,3,1.1584890119510036,0,1,0.5207760219852249,-0.4849964963723201,True,False,False,True,False,True,False,False,False,False,False,False,False,True,False,True
1,1,1,1.368109446030281,1,1,0,1.451004913603243,0,1,1.6035959470591756,-0.4779927426951337,True,False,False,True,False,False,False,True,False,True,False,True,False,True,False,True
0,1,1,0.06430268518835193,2,0,3,-1.3245721077560746,0,1,-1.1034538656257014,-0.5842163401324622,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False
0,0,0,1.6125732136881425,2,1,3,1.419426492402149,0,0,1.0621859845222001,-0.49550212688809997,True,False,False,True,False,False,False,False,False,True,False,True,False,True,False,True
0,1,0,0.5939741817803856,0,1,0,1.1867433888151402,0,1,0.5207760219852249,-0.42313000555717284,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True
0,0,0,1.1236456783724194,0,1,2,0.8343946890976701,0,0,-0.02063394055175053,-0.49550212688809997,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False
0,1,0,1.6125732136881425,2,0,2,-0.7544985039679034,0,1,0.5207760219852249,-0.5993911397663663,False,False,True,False,False,True,False,True,False,True,False,False,False,False,False,False
0,1,1,-0.5876006952326126,1,1,3,-0.3456410505221597,0,1,-0.02063394055175053,-0.33324850003327955,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False
0,0,0,-0.9542963467194051,0,0,0,0.9839766842607471,1,0,-0.02063394055175053,0.43482981989817254,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True
0,0,0,-1.1987601143772668,0,1,0,0.3490842159019089,0,0,1.0621859845222001,1.5297499780983277,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True
0,1,0,0.5939741817803856,1,1,0,0.4687498120323708,0,1,-0.5620439030887259,-0.4756581581360716,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False
0,0,0,-0.05792919864057891,2,0,1,0.4787219450432425,0,0,1.6035959470591756,-0.3776056066554606,False,False,False,False,False,False,False,True,False,True,False,True,False,True,False,True
0,1,1,0.7162060656093164,2,0,2,-1.4841262359300234,0,1,-1.1034538656257014,-0.6204024007979257,False,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False
0,0,0,-0.9135523854430948,0,1,1,0.5003282332334644,0,0,-0.02063394055175053,0.18036010296039665,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False
0,0,0,-1.2802480369298874,0,0,1,-0.5234774225493735,0,0,-0.5620439030887259,2.1951065774310448,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
0,1,1,0.797693988161937,1,1,0,-1.4758161250876303,0,1,-1.1034538656257014,-0.622736985356988,False,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False
1,1,1,1.2866215234776603,2,1,2,1.5557123102173966,0,1,1.6035959470591756,-0.4663198198998229,True,False,False,True,False,True,False,False,False,True,False,True,False,True,False,True
0,1,1,1.2051336009250397,2,1,2,-1.3478404181147754,0,1,-1.1034538656257014,-0.622736985356988,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False
0,0,1,-1.1987601143772668,0,1,2,-0.009912572489475751,0,1,0.5207760219852249,1.2145810626249356,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True
1,0,0,0.9606698332671781,1,0,0,1.5191478225108668,0,0,1.6035959470591756,-0.4406393897501391,True,False,False,True,False,True,False,True,False,True,False,False,False,True,False,True
0,0,0,0.5532302205040753,1,0,3,-0.30409049631019386,0,0,-0.5620439030887259,-0.5293536029945014,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
0,1,1,-0.9950403079957154,0,0,1,-0.3373309396797665,0,1,-0.02063394055175053,0.04145232169619792,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False
1,0,0,-0.09867315991688919,0,1,0,0.33080197204864403,0,0,1.0621859845222001,-0.3857766526121782,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,True
0,1,1,0.512486259227765,1,1,3,-1.2929936865549807,0,1,-1.1034538656257014,-0.6017257243254284,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False
0,0,1,-1.2802480369298874,0,1,0,0.48370801154867815,1,1,-0.5620439030887259,3.9635543809206344,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
0,1,1,-0.8728084241667845,0,0,0,-0.47361675749501453,0,1,0.5207760219852249,-0.17566404229658342,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,True
0,1,0,-1.0357842692720256,0,1,2,0.3440981493964733,1,1,-0.5620439030887259,0.42899335850051723,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
0,0,0,0.3902543753988342,0,1,2,1.2964368519347298,0,0,1.6035959470591756,-0.3857766526121782,True,False,False,False,False,False,False,True,False,True,False,True,False,True,False,True
0,1,0,0.6754621043330061,2,1,2,-1.4841262359300234,0,1,-1.1034538656257014,-0.6204024007979257,False,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False
0,0,0,-0.9542963467194051,0,1,3,1.1468548567716528,0,0,0.5207760219852249,0.4920271415951956,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,True
0,1,0,0.10504664646466222,1,1,2,-0.08802761440797156,0,1,-0.02063394055175053,-0.4651525276202918,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
0,1,1,0.6347181430566958,2,0,2,-1.4675060142452372,0,1,-1.1034538656257014,-0.6180678162388635,False,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False
0,1,1,0.5532302205040753,2,1,1,-1.4907743246039378,0,1,-1.1034538656257014,-0.6180678162388635,False,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False
0,1,0,-0.13941712119319946,0,0,1,-1.0320562061038352,0,1,-0.5620439030887259,-0.5363573566716878,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
0,1,1,-0.09867315991688919,0,0,2,0.5734572086465244,0,1,-0.02063394055175053,-0.35776163790343224,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False
1,0,0,-1.2802480369298874,0,0,0,0.32913994988016554,0,0,-0.5620439030887259,3.692742572069423,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
0,1,1,1.368109446030281,2,1,1,0.6382760732171912,0,1,1.6035959470591756,-0.5211825570377837,False,False,False,True,False,True,False,False,False,True,False,True,False,True,False,True
0,0,0,1.3273654847539706,0,1,3,1.5374300663641316,0,0,1.6035959470591756,-0.4709889890179472,True,False,False,True,False,True,False,True,False,True,False,False,False,True,False,True
0,0,0,1.6125732136881425,2,1,2,1.2000395661629695,0,0,1.0621859845222001,-0.5060077574038797,True,False,False,True,False,False,False,True,False,True,False,False,False,True,False,True
0,0,0,-0.8320644628904743,0,1,0,0.47041183420084937,1,0,-0.5620439030887259,0.04145232169619792,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False
0,1,1,1.5718292524118322,1,1,3,0.06820246942901982,0,1,0.5207760219852249,-0.5585359099827785,False,False,False,True,False,True,False,True,False,False,False,True,False,False,False,False
0,0,0,-1.1172721918246462,0,0,1,-1.4542098368974081,1,0,-1.1034538656257014,-0.2573745018637592,False,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False
0,0,0,0.797693988161937,2,0,2,-1.4558718590658866,0,0,-1.1034538656257014,-0.6204024007979257,False,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False
1,1,0,-0.3023929662984406,0,1,0,1.1202625020759949,1,1,1.0621859845222001,-0.22469031803688885,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,True
0,0,0,-1.2802480369298874,0,0,1,-1.4824642137615447,0,0,-1.1034538656257014,0.511871110347224,False,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False
0,1,1,-1.2802480369298874,0,0,0,-1.5073945462887242,0,1,-1.1034538656257014,0.467514003725043,False,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False
0,0,0,0.22727853029359305,1,0,2,1.0039209502824906,0,0,0.5207760219852249,-0.382274775773585,True,False,False,True,False,False,False,False,False,True,False,True,False,True,False,False
1,1,0,1.368109446030281,1,0,2,-0.6398189743428778,0,1,0.5207760219852249,-0.5877182169710555,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False
0,1,0,1.4495973685829016,2,1,2,1.5025276008260804,1,1,1.6035959470591756,-0.48149461953372696,True,False,False,True,False,False,False,True,False,True,False,True,False,True,False,True
0,0,0,-1.1172721918246462,0,0,1,-1.346178395946297,0,0,-1.1034538656257014,-0.19434071876908074,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
0,1,1,1.6125732136881425,1,1,0,1.3080710071140806,0,1,1.0621859845222001,-0.5001712960062243,True,False,False,True,False,True,False,True,False,False,False,False,False,True,False,True
0,0,0,-0.01718523736426863,1,0,1,-1.1517218022342968,0,0,-0.5620439030887259,-0.5608704945418406,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False
0,0,0,0.4309983366751445,1,0,1,0.9823146620922681,0,0,-0.02063394055175053,-0.4172935441595174,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True
0,1,1,1.6125732136881425,2,0,3,-1.509056568457203,0,1,-1.1034538656257014,-0.6355772004318299,False,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False
0,1,0,0.9199258719908678,0,1,0,1.0620917261792426,1,1,0.5207760219852249,-0.4651525276202918,True,False,False,True,False,True,False,True,False,False,False,False,False,True,False,False
0,0,0,0.797693988161937,1,0,3,-0.2276374765601766,0,0,0.5207760219852249,-0.5398592335102811,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False
0,0,0,0.4309983366751445,0,1,0,0.8925654649944222,0,0,0.5207760219852249,-0.42429729783670395,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False
1,1,0,0.18653456901728277,0,1,0,0.3889727479453962,1,1,-1.1034538656257014,-0.43246834379342153,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
0,1,1,1.2866215234776603,2,1,0,-0.33899296184824507,0,1,1.0621859845222001,-0.5690415404985582,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,True
0,1,1,-1.1987601143772668,0,0,0,0.8327326669291911,0,1,0.5207760219852249,1.9546443678476415,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False
0,0,0,0.1457906077409725,2,0,2,-1.1218054032016815,0,0,-0.5620439030887259,-0.5690415404985582,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False
0,1,1,-0.9135523854430948,0,1,0,1.178433277972747,1,1,0.5207760219852249,0.3963091746736468,True,False,False,True,False,True,False,False,False,False,False,False,False,True,False,True
0,0,0,0.3495104141225239,2,0,1,-1.4675060142452372,0,0,-1.1034538656257014,-0.609896770282146,False,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False
0,1,1,-0.22090504374582004,0,1,3,0.6781646052606785,0,1,-0.02063394055175053,-0.31223723900172,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False
0,1,1,0.9606698332671781,1,1,3,1.1634750784564392,0,1,0.5207760219852249,-0.46281794306122964,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True
0,0,0,-1.076528230548336,0,0,1,-1.4658439920767583,0,0,-1.1034538656257014,-0.3215755772379687,False,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False
0,0,0,-1.1987601143772668,0,1,0,0.3191678168692938,1,0,-1.1034538656257014,1.5040695479486441,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
0,1,1,-1.0357842692720256,0,0,1,-0.46863069098957844,0,1,-0.5620439030887259,0.07296921324353708,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
0,1,1,-1.1580161531009565,0,0,1,-1.4608579255713225,0,1,-1.1034538656257014,-0.18033321141470776,False,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False
0,0,0,0.02355872391204165,2,1,0,0.802816267896576,0,0,0.5207760219852249,-0.36126351474202545,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False
1,0,0,-0.22090504374582004,0,1,0,0.44049543516823375,1,0,-0.5620439030887259,-0.3414195459899971,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False
0,1,0,1.6125732136881425,2,1,2,-1.3711087284734764,0,1,-1.1034538656257014,-0.6297407390341744,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False
0,0,0,-1.2802480369298874,0,0,1,-1.4974224132778524,0,0,-1.1034538656257014,0.4861906801975403,False,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False
1,0,0,1.5718292524118322,1,1,0,-0.2774981416145356,0,0,1.0621859845222001,-0.5760452941757446,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False,True
0,0,0,-0.791320501614164,0,1,0,0.703094937787858,0,0,-0.5620439030887259,0.049623367652915425,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
0,1,1,-0.3023929662984406,0,1,3,-0.20603118836995443,1,1,1.6035959470591756,-0.4044533290846755,False,False,True,False,False,True,False,True,False,True,False,False,False,True,False,True
0,0,0,1.4088534073065913,2,0,2,-0.47361675749501453,0,0,-0.5620439030887259,-0.5807144632938689,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
0,0,0,-1.2802480369298874,0,1,0,-0.9755474523755615,1,0,-0.5620439030887259,1.4025151196294399,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
0,0,0,-1.2395040756535771,0,0,0,-0.6797075063863649,1,0,-1.1034538656257014,1.0581638971677705,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0,0,0,0.4309983366751445,2,1,3,-1.2996417752288951,0,0,-1.1034538656257014,-0.5993911397663663,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False
0,0,0,-0.38388088885106114,0,1,2,0.3391120828910372,0,0,-0.5620439030887259,-0.3028989007654714,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
0,1,1,1.2866215234776603,2,0,1,-1.4824642137615447,0,1,-1.1034538656257014,-0.6309080313137055,False,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False
0,0,1,1.0014137945434884,2,1,1,-1.5024084797832884,0,1,-1.1034538656257014,-0.6274061544751123,False,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False
1,1,0,-1.2802480369298874,0,1,1,0.18786806555948168,1,1,-1.1034538656257014,3.4441093165293024,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,1,1,1.6125732136881425,2,1,3,0.7728998688639604,0,1,2.145005909596151,-0.5258517261559081,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True
0,0,0,-0.9950403079957154,0,0,0,0.21113637591818266,1,0,0.5207760219852249,0.256234101129917,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True
0,1,0,1.1643896396487294,2,1,2,1.205025632668405,0,1,0.5207760219852249,-0.47682545041560265,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,True
0,0,0,1.2866215234776603,1,1,3,0.6482482062280629,0,0,-0.02063394055175053,-0.5153460956401283,True,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False
1,1,0,1.5718292524118322,2,0,2,-1.3578125511256471,0,1,-1.1034538656257014,-0.6285734467546433,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False
0,1,1,1.3273654847539706,2,1,3,1.1385447459292597,0,1,1.0621859845222001,-0.4920002500495067,True,False,False,True,False,True,False,True,False,False,False,True,False,True,False,False
0,0,0,-1.1987601143772668,1,0,1,-1.5024084797832884,0,0,-1.1034538656257014,-0.09512087500893869,False,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False
0,0,0,-1.2802480369298874,0,1,0,-0.6364949300059205,1,0,-1.1034538656257014,1.9966668899107605,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0,0,1,-0.09867315991688919,1,0,3,-0.009912572489475751,0,1,0.5207760219852249,-0.42429729783670395,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False
0,1,1,-0.7098325790615434,0,1,1,0.15628964435838757,0,1,1.0621859845222001,-0.16048924266267936,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,True
0,1,1,-0.9950403079957154,0,1,0,0.12471122315729345,0,1,0.5207760219852249,0.22238262502351563,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True
0,0,0,-1.0357842692720256,0,0,1,1.0039209502824906,1,0,-0.02063394055175053,0.7196491361037568,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True
0,1,1,1.5310852911355222,1,1,3,1.4410327805923713,0,1,1.6035959470591756,-0.4896656654904446,True,False,False,True,False,True,False,True,False,True,False,False,False,True,False,True
0,1,1,1.2051336009250397,2,0,0,0.7080810042932936,0,1,2.145005909596151,-0.5071750496834108,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True
0,1,1,-1.076528230548336,0,0,1,-1.499084435446331,0,1,-1.1034538656257014,-0.3390849614309349,False,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False
0,1,1,-0.7505765403378537,0,1,2,0.5352306987715161,0,1,-0.5620439030887259,-0.03792355331191574,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
